transaction_id,customer_id,transaction_date,amount,name,age,country,is_active
6070,552,27/08/2022,478.73,Kim Morrow,58.0,ITALY,False
6071,2499,25/09/2022,373.18,Amanda Diaz,75.0,NETHERLANDS,True
6072,1859,08/10/2024,427.92,Timothy Rodriguez,19.0,GERMANY,False
6073,2329,16/04/2024,368.23,Justin York,31.0,FRANCE,False
6074,4621,20/07/2024,44.65,Sally Hurst,48.0,ITALY,False
6076,1673,24/01/2022,263.13,Elizabeth Hansen,51.0,FRANCE,True
6078,1248,07/04/2023,451.56,Anthony Estrada,28.0,CANADA,True
6079,4453,14/07/2022,240.34,Yolanda Watson,32.0,GERMANY,True
6080,272,02/10/2024,299.8,Julie Haynes,,USA,True
6081,4425,04/01/2025,223.04,George Herrera,71.0,FRANCE,False
6082,2681,10/11/2024,418.08,Jodi Baker,78.0,GERMANY,False
6083,3144,25/07/2023,155.59,Jared Sherman,53.0,CANADA,False
6084,1110,12/02/2024,155.46,Maria Jenkins,27.0,GERMANY,False
6085,94,26/05/2024,171.46,Shannon Walker,70.0,CANADA,True
6086,1240,17/03/2022,37.25,Reginald Jones,58.0,USA,False
6087,1497,31/07/2024,124.43,Andrew Livingston,20.0,CANADA,True
6088,1902,04/01/2024,25.18,Christina Hudson,44.0,CANADA,False
6089,3969,06/04/2024,496.73,Matthew Durham,49.0,FRANCE,True
6091,839,27/02/2022,314.97,Richard Le,77.0,USA,False
6092,2139,30/07/2022,283.76,Michael Thompson,52.0,SPAIN,True
6094,4657,02/08/2022,470.68,Linda Parrish,43.0,GERMANY,True
6095,4467,06/05/2022,461.4,Robert Thompson,68.0,GERMANY,False
6096,279,18/02/2022,328.03,Trevor Foley,27.0,CANADA,False
6097,3032,24/04/2023,207.13,Stephanie Hurst,70.0,GERMANY,False
6099,698,05/09/2024,242.19,Kenneth Farley,46.0,GERMANY,False
6100,2986,04/04/2023,130.54,Jeffrey Phillips,34.0,USA,True
6102,3347,24/01/2023,210.43,Lisa Hernandez,82.0,ITALY,False
6105,1253,22/08/2024,381.27,Mr. George Booker DDS,81.0,FRANCE,True
6107,56,28/07/2022,161.71,Zachary Huff,32.0,UK,True
6108,2518,16/03/2024,250.47,Cynthia Miller,74.0,FRANCE,False
6109,988,10/06/2022,358.3,Rebecca Richmond,62.0,USA,False
6112,3950,04/05/2023,333.63,Carlos Curry,26.0,CANADA,True
6113,2587,12/01/2024,426.71,Kristen Wilson,43.0,NETHERLANDS,True
6116,1610,19/12/2023,324.76,Nicole Johnson,53.0,GERMANY,True
6119,3433,01/08/2022,52.22,Sheryl Thompson,40.0,NETHERLANDS,False
6120,4716,17/05/2024,383.28,Anna Andrews,30.0,CANADA,True
6121,1470,10/03/2022,483.34,Robert Frazier,53.0,FRANCE,True
6122,1202,12/10/2022,350.55,Christopher Morton,30.0,CANADA,True
6123,5096,25/05/2022,374.66,Christopher Shelton,50.0,SPAIN,False
6124,4783,05/10/2024,302.83,Michael Allen,,UK,True
6126,4225,25/11/2024,247.3,Michael Olsen,53.0,GERMANY,True
6127,1721,24/05/2024,235.21,Stephanie Lang,82.0,SPAIN,True
6128,1556,17/08/2024,156.15,Kelly Bentley,72.0,FRANCE,True
6130,2544,17/02/2022,144.78,Wendy Williams,51.0,GERMANY,False
6131,3675,09/03/2023,150.44,Ronald Gutierrez DVM,,UK,False
6133,2220,01/07/2023,251.76,Thomas Smith,70.0,GERMANY,False
6134,211,25/02/2024,227.53,Jose Travis,,GERMANY,False
6135,4379,30/05/2024,213.83,Christopher Ray,,USA,False
6136,1055,07/10/2024,389.49,Anthony Bauer,77.0,USA,True
6137,2583,20/02/2022,493.36,Ann Smith,75.0,NETHERLANDS,False
6138,43,24/11/2024,349.0,Jessica Holmes,35.0,CANADA,True
6142,3861,10/07/2024,318.64,Jose Martinez,60.0,SPAIN,True
6143,4566,11/07/2022,428.13,Chad George,78.0,GERMANY,False
6144,2927,15/11/2024,54.02,Christian Cervantes,76.0,GERMANY,False
6145,1958,27/08/2022,480.9,Peter Pugh,40.0,SPAIN,True
6146,1364,13/06/2022,433.3,Laura Herrera,33.0,FRANCE,True
6147,4859,23/12/2022,180.09,Melinda Jacobs,35.0,GERMANY,False
6149,1578,09/03/2024,486.08,Cheryl Downs,78.0,SPAIN,False
6150,304,04/12/2023,306.46,Troy Mcdaniel,28.0,NETHERLANDS,False
6151,602,06/02/2023,283.59,Michael Evans,81.0,NETHERLANDS,False
6154,648,27/07/2024,367.17,William Mendoza,31.0,ITALY,True
6156,3702,03/02/2022,137.68,Ruben Woodard,81.0,ITALY,False
6157,5073,23/05/2023,202.28,Ashley Lowery,19.0,NETHERLANDS,False
6158,2997,06/12/2023,131.95,Adrian Lee,18.0,UK,False
6159,959,20/05/2024,461.69,Misty Garcia,,USA,True
6161,3874,02/07/2023,11.32,Jacqueline Harrison,77.0,FRANCE,True
6163,2014,14/08/2023,447.21,Marissa Jackson,20.0,ITALY,False
6164,104,21/07/2024,361.24,Kimberly Ball,30.0,NETHERLANDS,True
6167,151,01/01/2025,497.29,Lawrence Adkins,18.0,USA,True
6168,2037,14/02/2022,306.06,Ashley Ramirez,30.0,USA,True
6169,4473,05/08/2024,83.31,Tamara Gonzales,41.0,USA,True
6170,668,21/03/2023,404.09,Sonya Cole,20.0,NETHERLANDS,True
6171,198,29/10/2022,343.68,Paul Carroll,71.0,GERMANY,False
6172,4822,25/06/2024,197.48,Cindy Kelley,58.0,GERMANY,False
6174,327,26/10/2023,126.89,Eric Clark,23.0,ITALY,False
6175,3046,08/06/2024,458.52,Emily Gray,49.0,SPAIN,True
6176,4457,11/11/2023,281.79,Kayla Williams,70.0,CANADA,False
6177,2284,10/06/2024,317.89,Bethany Edwards,50.0,USA,True
6178,173,29/09/2024,333.44,Patrick Rivera,76.0,GERMANY,True
6180,1242,19/12/2024,201.95,Barbara Tate,19.0,USA,False
6181,1290,20/04/2023,307.96,Duane Smith,54.0,ITALY,False
6182,2769,25/07/2023,54.37,Nathan Morgan,,GERMANY,True
6184,3583,30/03/2024,357.55,Robert Landry,72.0,CANADA,True
6186,1940,05/05/2024,177.85,Randy Robbins,43.0,NETHERLANDS,True
6187,3421,10/11/2023,74.75,Melissa Ballard,37.0,FRANCE,False
6188,455,04/02/2022,466.94,Elizabeth Jones,38.0,SPAIN,False
6189,4956,22/08/2023,492.87,Denise Sutton,50.0,GERMANY,True
6192,4156,08/09/2023,451.0,Sydney Khan,26.0,GERMANY,False
6193,3539,06/12/2023,248.82,Angela Morrison,25.0,CANADA,False
6194,4142,28/10/2023,362.72,Brandon Greene,29.0,GERMANY,False
6195,4958,28/12/2023,283.61,Scott Dodson,63.0,ITALY,False
6199,5040,13/03/2023,55.4,Eric Carter,18.0,GERMANY,False
6200,5155,12/08/2023,444.01,Lisa Brown,,CANADA,True
6201,2312,03/12/2023,434.17,Danielle Wilson,24.0,UK,False
6204,3102,24/09/2023,59.13,Bryan Burns,29.0,CANADA,False
6205,2747,22/05/2023,273.19,Amy Harris,75.0,CANADA,True
6207,386,03/12/2023,178.03,Zachary Brooks,59.0,NETHERLANDS,True
6208,3272,18/10/2023,128.07,Jessica Flowers,20.0,UK,True
6209,978,06/06/2022,64.6,Jessica Barber,80.0,NETHERLANDS,True
6211,3726,24/10/2023,401.37,Jesse Nash,42.0,NETHERLANDS,False
6212,1302,09/11/2024,81.9,Barbara Townsend,28.0,NETHERLANDS,True
6215,3900,22/04/2023,243.93,Kevin Mcneil,,GERMANY,True
6216,2234,14/07/2024,188.05,Theodore Liu,59.0,NETHERLANDS,True
6219,1128,18/08/2022,460.08,Dr. Gregory Ballard,37.0,FRANCE,True
6220,1612,22/07/2023,49.16,Jacqueline Marshall,35.0,ITALY,True
6221,521,20/12/2022,151.74,Casey Chase,36.0,USA,True
6222,602,25/09/2024,413.21,Michael Evans,81.0,NETHERLANDS,False
6225,3451,24/03/2023,439.44,Chelsea Davis,19.0,FRANCE,False
6227,3344,26/01/2024,74.81,Paige Smith,65.0,ITALY,True
6229,2677,26/08/2024,354.53,Chelsea Ramirez,68.0,NETHERLANDS,False
6230,4721,23/08/2024,194.2,Andrew Jones,82.0,SPAIN,True
6232,112,03/10/2024,77.56,Mary Marshall,51.0,UK,False
6233,3149,22/08/2024,46.1,Lisa Taylor,31.0,SPAIN,True
6234,4380,22/09/2023,157.59,Cindy Jenkins,49.0,CANADA,True
6235,1063,17/04/2023,193.25,Joseph Taylor,43.0,CANADA,False
6236,4551,07/03/2023,454.54,Corey Roberts,49.0,NETHERLANDS,False
6237,49,26/04/2023,115.88,Richard Aguirre,32.0,ITALY,False
6238,3181,28/12/2023,263.3,Alyssa Lewis,21.0,ITALY,True
6239,397,27/02/2024,172.02,Chelsea Barnett,38.0,UK,False
6240,425,20/10/2022,202.75,Billy Taylor,82.0,NETHERLANDS,False
6241,341,29/05/2023,204.15,Charles Gonzalez,71.0,FRANCE,False
6242,1956,27/01/2022,222.65,Jay Wagner,63.0,FRANCE,True
6243,69,17/04/2024,191.77,Derek Anderson,28.0,GERMANY,True
6245,719,27/11/2024,327.02,Brandon Davis,32.0,SPAIN,True
6246,3514,26/10/2022,140.33,Jessica Hahn,44.0,UK,True
6247,66,21/01/2023,315.68,Steve Sanchez,64.0,SPAIN,False
6249,1773,06/02/2023,297.45,Charles Hernandez,63.0,UK,False
6251,1351,09/12/2022,38.76,Stephanie Mahoney,72.0,CANADA,False
6252,1944,26/04/2023,323.16,Rebecca Liu,26.0,CANADA,False
6253,1173,18/03/2024,188.77,Brian Mora,26.0,GERMANY,True
6254,191,20/01/2022,308.07,David Arnold,,UK,False
6255,2777,03/03/2022,87.46,Karen Wolf,,UK,False
6259,4895,27/07/2022,189.67,Bryan Cervantes,26.0,FRANCE,True
6260,919,06/05/2023,291.49,Carl Green,35.0,FRANCE,True
6261,1530,03/07/2022,484.9,Destiny Simmons,74.0,ITALY,True
6262,342,11/06/2023,34.27,Peter Jones,84.0,GERMANY,False
6263,4370,28/06/2023,220.89,William Hart,,FRANCE,True
6266,4039,02/08/2024,467.88,Mckenzie Yu,64.0,FRANCE,True
6268,2240,05/06/2023,490.93,William Velasquez,47.0,CANADA,False
6269,4838,22/04/2024,476.39,Steven Malone,33.0,UK,True
6270,360,22/06/2023,166.32,Tracey Morrison,52.0,SPAIN,True
6271,4562,17/05/2023,481.7,Lauren Horton,27.0,CANADA,True
6272,2307,26/12/2023,349.81,Heidi Chase,43.0,ITALY,False
6274,742,07/09/2024,70.93,Micheal Wang,58.0,ITALY,True
6275,134,26/02/2022,319.0,Randy Shah,,GERMANY,False
6276,990,01/09/2023,362.0,Glen Bryan,78.0,GERMANY,False
6277,4877,10/10/2022,200.75,Sarah Rice,79.0,CANADA,True
6278,5155,27/02/2024,181.69,Lisa Brown,,CANADA,True
6279,1732,05/06/2024,148.86,Jonathan Fuller,56.0,USA,False
6280,2319,24/08/2023,383.42,Patrick Bauer,52.0,CANADA,False
6281,3262,05/02/2022,490.37,Danny Simmons,40.0,ITALY,False
6282,1286,21/09/2022,434.81,Jennifer Schultz,26.0,USA,True
6283,4892,20/03/2023,399.16,Catherine Castaneda,64.0,NETHERLANDS,False
6284,3040,25/09/2022,83.21,Angelica Conrad,46.0,USA,False
6285,4042,08/09/2023,312.1,David Cook,72.0,ITALY,False
6286,429,16/12/2023,164.3,Logan Benson,70.0,ITALY,True
6288,1923,19/01/2023,485.06,Barbara Walker,46.0,USA,True
6289,3346,12/09/2022,60.25,Matthew Evans,51.0,CANADA,True
6290,3441,23/12/2022,421.77,Jacob Allen,51.0,USA,True
6293,2428,09/03/2024,229.97,Jeffrey Webb,,CANADA,True
6294,1264,21/06/2023,381.31,Cody Smith,72.0,CANADA,False
6295,3327,27/11/2024,17.86,Kelly Chan,70.0,GERMANY,False
6296,1612,01/08/2024,183.13,Jacqueline Marshall,35.0,ITALY,True
6298,2992,24/07/2023,23.31,Joseph Calderon,38.0,CANADA,False
6299,3068,21/10/2022,477.9,Tiffany Morales,36.0,USA,False
6300,36,24/12/2022,43.25,Alec Hickman,47.0,CANADA,True
6301,1888,21/05/2022,342.9,Vincent Savage,48.0,FRANCE,False
6302,739,28/05/2023,217.35,Carrie Ruiz,22.0,USA,True
6303,770,03/10/2024,164.86,Steven Hodges,74.0,SPAIN,True
6304,443,27/04/2024,179.96,Thomas Brown,55.0,UK,True
6305,3605,17/08/2022,290.32,Susan Erickson,33.0,USA,False
6308,1714,30/12/2022,130.19,Catherine Kelly,73.0,NETHERLANDS,True
6309,2674,25/03/2022,160.72,Michelle Rios,63.0,ITALY,False
6311,3076,13/02/2022,484.63,Michael Singleton,71.0,UK,True
6312,2994,18/08/2022,114.76,Cody Benson,69.0,FRANCE,False
6313,2621,08/09/2024,350.25,Jorge Hernandez,29.0,CANADA,True
6314,3831,19/11/2023,295.93,Adam Foley,40.0,SPAIN,True
6316,1009,25/10/2022,290.61,Stacey Hunt,48.0,NETHERLANDS,True
6318,4299,28/08/2024,322.24,Shawna Campos,53.0,UK,True
6319,4355,02/08/2024,204.95,Janice Harvey,43.0,NETHERLANDS,True
6320,2461,02/06/2022,425.33,Ronald Michael,67.0,USA,True
6321,3315,01/12/2023,294.56,Willie Chavez,29.0,USA,True
6322,3520,15/09/2022,171.75,Amanda Davis,43.0,NETHERLANDS,True
6323,1009,16/06/2022,281.33,Stacey Hunt,48.0,NETHERLANDS,True
6324,1596,06/02/2024,441.74,Christopher Cooper,30.0,NETHERLANDS,False
6325,4975,17/04/2023,252.5,Mitchell Bullock,23.0,ITALY,False
6330,1522,23/02/2022,485.58,Brent Garcia,58.0,SPAIN,False
6332,727,28/05/2022,275.61,Daniel Goodman,67.0,SPAIN,False
6334,822,03/01/2024,286.19,Gina Thompson,21.0,NETHERLANDS,False
6335,1344,03/05/2024,22.51,Melinda Harris,40.0,GERMANY,False
6336,2949,14/10/2022,221.92,Michael Barr,26.0,FRANCE,False
6338,1177,24/07/2023,348.2,Katherine Joyce,72.0,ITALY,True
6339,4946,11/12/2024,352.32,Bonnie Clark,18.0,SPAIN,True
6340,1743,21/01/2023,395.21,Erik Price,44.0,SPAIN,True
6341,1092,18/07/2024,113.06,Jack Smith,65.0,NETHERLANDS,False
6342,3317,13/10/2022,151.66,Gail Barajas,19.0,NETHERLANDS,False
6343,328,05/10/2023,101.16,Donna Wilson,55.0,GERMANY,True
6344,4594,30/08/2023,461.56,William Davis,57.0,SPAIN,False
6345,2640,08/08/2024,127.64,David Jones,54.0,USA,False
6347,3770,20/01/2024,194.27,Linda Perez,57.0,FRANCE,False
6348,4864,20/01/2022,329.84,Mary Gillespie,24.0,ITALY,True
6350,3879,22/12/2022,460.04,Jessica Nelson,21.0,SPAIN,True
6351,5096,28/07/2022,467.2,Christopher Shelton,50.0,SPAIN,False
6352,1307,18/07/2023,119.68,Laura Davis,18.0,SPAIN,False
6354,1153,13/12/2022,32.9,Penny Gomez MD,,NETHERLANDS,False
6355,1953,20/07/2022,346.15,Brandon Arnold,64.0,SPAIN,True
6356,178,06/01/2023,291.86,Dr. Elizabeth Ward,26.0,NETHERLANDS,False
6357,2060,07/11/2024,347.48,Jessica Turner,45.0,ITALY,False
6358,2,13/09/2022,41.98,Brian Yang,53.0,FRANCE,True
6359,5054,28/02/2024,102.56,Caitlin Harris,36.0,UK,False
6360,1436,24/03/2022,262.97,Joseph Mejia,29.0,NETHERLANDS,False
6361,2404,27/04/2023,77.77,Michael Patrick,,ITALY,False
6363,579,23/07/2023,306.28,Patricia James,85.0,CANADA,False
6364,4304,24/01/2022,83.18,Christina Gomez,28.0,ITALY,False
6365,4982,27/10/2022,14.46,Jennifer Young,38.0,USA,True
6366,3959,04/09/2022,172.39,Diana Miller,52.0,UK,True
6367,2631,24/03/2022,432.39,Lisa Lawson,46.0,USA,False
6369,2803,09/06/2022,72.15,Brenda Payne,69.0,GERMANY,True
6371,3626,09/07/2024,168.57,Jackie Stewart,44.0,ITALY,False
6372,4657,29/03/2022,347.97,Linda Parrish,43.0,GERMANY,True
6373,5099,27/06/2022,44.03,Rose Harris,21.0,NETHERLANDS,True
6375,1019,19/01/2023,24.43,Dustin King,56.0,NETHERLANDS,False
6376,3223,07/10/2024,396.42,Dennis Michael,84.0,ITALY,True
6377,2015,26/01/2023,114.59,Karen Harper,28.0,ITALY,True
6378,1268,12/07/2022,100.31,Martin Rodriguez,39.0,GERMANY,True
6379,3544,16/08/2023,496.52,Gail Nelson DVM,62.0,GERMANY,True
6380,1234,31/08/2024,457.67,Alec Williams,71.0,GERMANY,True
6381,4037,29/12/2022,230.21,Brian Torres,43.0,USA,True
6384,4148,02/08/2024,352.92,Kathy Chang,31.0,UK,False
6386,3292,07/08/2024,465.0,Jonathan Torres,21.0,USA,True
6389,4576,13/04/2022,187.14,Danielle Williams,38.0,GERMANY,False
6390,1951,12/10/2024,195.44,Angela Medina,49.0,UK,False
6394,1109,15/10/2024,318.79,Karen Mendoza,36.0,SPAIN,False
6396,308,12/11/2023,323.75,Shane Pugh,20.0,CANADA,True
6398,1084,21/08/2023,449.93,Angela Ramirez,54.0,NETHERLANDS,True
6399,2214,28/08/2022,19.07,Leon Hamilton,78.0,USA,False
6400,3559,26/10/2022,241.89,Erin Ortega,72.0,GERMANY,True
6401,3006,25/06/2023,258.11,Anna Pratt MD,63.0,UK,True
6403,1129,29/11/2024,191.91,Melissa Davis,58.0,GERMANY,False
6405,3521,04/01/2025,416.9,Adam Atkins,71.0,UK,False
6406,113,16/02/2024,422.96,Kayla Leon,54.0,NETHERLANDS,False
6407,2008,22/04/2022,356.23,Laurie Garcia,23.0,UK,False
6411,2150,08/01/2024,473.47,Robert Fox,43.0,SPAIN,True
6412,582,05/08/2023,148.54,Dale Edwards,38.0,CANADA,False
6413,3669,16/01/2022,140.96,Thomas Garner,25.0,FRANCE,False
6416,4283,04/09/2024,463.4,Wayne Wong,85.0,SPAIN,True
6417,4810,22/08/2022,352.5,Robert Wilkinson,26.0,UK,True
6420,2276,01/04/2023,422.64,Meagan Wade,25.0,SPAIN,False
6421,4901,01/07/2023,396.9,Matthew Simon,76.0,UK,True
6422,2111,16/12/2022,303.38,Gregory Silva,52.0,FRANCE,True
6423,4146,13/08/2022,219.35,Darius Khan,,USA,False
6424,4828,12/01/2023,372.65,Timothy Krause,54.0,USA,True
6426,117,03/09/2023,434.72,David Alvarez,25.0,UK,False
6427,4893,20/10/2024,354.08,Sergio Hill,75.0,NETHERLANDS,True
6428,1701,13/09/2024,80.03,Rachel Jones,18.0,NETHERLANDS,False
6429,3416,11/01/2024,389.79,Laurie Hampton,37.0,SPAIN,True
6430,3576,06/01/2024,155.33,Michelle Smith,25.0,CANADA,False
6433,2108,31/03/2023,447.66,David Robinson,27.0,UK,False
6435,1286,21/08/2023,362.11,Jennifer Schultz,26.0,USA,True
6436,4799,07/04/2023,354.91,James Robinson,42.0,USA,True
6437,4372,29/11/2023,404.73,Brandon Velasquez,19.0,CANADA,True
6438,612,05/04/2023,333.66,Michelle Sanders,32.0,FRANCE,True
6440,2362,03/12/2023,285.57,Michelle Bradshaw,73.0,ITALY,True
6441,2781,01/02/2022,121.71,Angel Hines,26.0,NETHERLANDS,False
6442,134,15/07/2022,12.0,Randy Shah,,GERMANY,False
6443,600,25/08/2024,99.4,Dawn Gomez,55.0,UK,False
6444,3690,17/04/2023,224.1,Joshua Becker,,SPAIN,True
6445,1339,14/07/2023,77.36,Courtney Peterson,81.0,NETHERLANDS,True
6448,2492,24/08/2024,470.13,Thomas Ward,59.0,GERMANY,False
6450,1324,24/06/2022,177.09,Kimberly Dean,37.0,NETHERLANDS,False
6451,3778,17/05/2022,375.8,David George,43.0,ITALY,True
6452,4028,18/11/2024,41.46,Ms. Maria Thomas,34.0,CANADA,False
6453,4206,15/12/2023,389.43,Heidi Sanchez,39.0,CANADA,False
6454,4312,27/02/2024,79.26,Christopher Johnston,69.0,GERMANY,True
6455,1055,08/11/2023,110.46,Anthony Bauer,77.0,USA,True
6457,3958,08/11/2023,38.33,Kimberly Dixon,27.0,SPAIN,True
6458,4479,25/06/2023,486.54,Amber Chapman,26.0,FRANCE,False
6460,4278,02/07/2023,34.24,Jeffrey Lynch,,SPAIN,False
6462,1638,11/01/2024,351.97,Kimberly Ellis,24.0,SPAIN,False
6464,3032,15/10/2024,206.4,Stephanie Hurst,70.0,GERMANY,False
6465,3831,24/10/2023,376.32,Adam Foley,40.0,SPAIN,True
6466,4711,26/04/2022,303.73,Mr. Thomas Black,76.0,USA,False
6468,2659,23/02/2022,262.5,Steven Mayo,59.0,GERMANY,False
6471,3169,22/05/2024,104.47,Charles Baker,22.0,SPAIN,True
6472,4437,27/05/2022,128.31,Barbara Hill,,UK,True
6473,31,04/01/2025,429.59,Aaron Bowen,27.0,SPAIN,False
6477,487,05/12/2024,291.23,Ashley Smith,33.0,FRANCE,True
6478,1153,08/04/2022,214.42,Penny Gomez MD,,NETHERLANDS,False
6481,2644,08/05/2022,184.6,Robert Gonzalez,56.0,SPAIN,False
6482,2611,09/09/2024,368.9,Ashley Ho,44.0,NETHERLANDS,False
6483,4150,16/04/2022,209.11,Sharon Snow,59.0,FRANCE,False
6484,2276,09/12/2022,171.97,Meagan Wade,25.0,SPAIN,False
6485,4283,06/08/2022,474.04,Wayne Wong,85.0,SPAIN,True
6486,2642,30/01/2023,170.61,Theresa Aguirre,69.0,ITALY,False
6487,2937,30/04/2022,445.35,Audrey Marshall,24.0,GERMANY,True
6488,2885,26/11/2024,58.94,Brenda Green,47.0,UK,False
6489,1411,08/07/2022,134.84,Michael Peterson,,ITALY,False
6490,3531,12/09/2023,144.55,James Gray,70.0,NETHERLANDS,True
6495,1088,30/11/2023,152.67,Christy Johnson,48.0,ITALY,False
6496,471,19/02/2022,185.13,Jonathan Duran,23.0,NETHERLANDS,False
6497,3398,05/09/2023,197.48,Steven Giles,20.0,NETHERLANDS,True
6498,2092,16/09/2024,169.3,Gina Clark,27.0,GERMANY,False
6500,2103,21/09/2024,432.17,Nicole Newman,58.0,USA,False
6501,2131,11/08/2023,43.67,Robert Flowers,76.0,CANADA,False
6502,4197,26/11/2022,298.48,Emily Montgomery,24.0,ITALY,False
6503,3870,17/06/2023,467.15,William Martin,68.0,ITALY,False
6504,41,30/01/2023,80.42,Tracey Hickman,68.0,GERMANY,True
6505,1653,11/08/2022,108.78,Susan Ramos,83.0,USA,False
6506,3331,04/09/2022,456.95,Courtney Arias,65.0,NETHERLANDS,False
6508,1912,10/12/2024,419.88,Daniel Stout,,SPAIN,True
6511,2009,29/04/2024,210.02,Rachel Torres,38.0,USA,False
6512,374,19/07/2023,442.13,Nathan Montes,,UK,True
6513,2444,10/07/2024,406.85,Deborah Anderson,73.0,SPAIN,False
6515,1739,04/05/2022,261.22,Phillip Ewing,51.0,FRANCE,False
6516,3369,15/08/2022,39.77,Cindy White,63.0,CANADA,False
6517,371,24/08/2023,400.68,Ralph Anderson,47.0,CANADA,True
6518,2727,26/09/2024,368.35,Angela Robinson,,GERMANY,False
6521,4987,14/10/2024,390.66,Catherine Martinez,54.0,FRANCE,False
6522,2278,19/03/2024,375.89,Danny Johnston,31.0,CANADA,False
6523,1742,07/08/2023,141.87,Elizabeth Mccarthy,23.0,SPAIN,True
6524,4739,18/10/2023,15.94,Jeffrey Lee,73.0,FRANCE,True
6525,3550,21/12/2022,322.61,Michael Anderson,,UK,True
6526,4976,25/02/2024,243.06,Joseph Holland,,FRANCE,True
6527,3972,23/05/2022,435.32,Alicia Beck,71.0,NETHERLANDS,False
6530,2758,06/09/2022,495.12,Cynthia Hunt,26.0,USA,False
6531,4549,08/11/2024,141.68,Diana Turner,55.0,USA,True
6532,1719,12/05/2023,187.66,Melissa Randall,,FRANCE,False
6533,4993,08/11/2022,142.45,James Armstrong,62.0,GERMANY,False
6535,347,16/03/2022,237.38,Donald Brown,45.0,GERMANY,True
6537,3094,28/01/2023,378.38,Jennifer Wise,22.0,FRANCE,True
6538,4032,18/12/2023,156.59,Darlene Sanchez,57.0,SPAIN,False
6540,117,29/01/2023,290.79,David Alvarez,25.0,UK,False
6541,4082,16/06/2024,323.71,Katie Lawson,57.0,SPAIN,True
6542,1825,27/04/2024,290.79,Jody Nunez,73.0,SPAIN,True
6543,155,08/06/2024,445.25,Dana Terry,32.0,UK,True
6544,4789,30/12/2024,415.91,Mark Poole,,GERMANY,False
6546,3541,25/01/2023,10.53,Cheryl Ramirez,25.0,GERMANY,True
6547,5055,09/01/2025,132.98,Loretta Hall MD,41.0,FRANCE,False
6548,1206,31/12/2024,328.83,Jeremy Roy,20.0,NETHERLANDS,True
6549,363,05/06/2022,402.7,Teresa Collins,54.0,UK,True
6550,738,30/11/2022,183.35,Scott Carroll,26.0,FRANCE,True
6552,1147,20/02/2023,172.74,Kelly Dawson,81.0,GERMANY,False
6553,2297,23/11/2023,309.16,Tammy Parsons,64.0,UK,True
6554,144,02/07/2023,239.64,Jesse Rogers,,NETHERLANDS,False
6555,2558,08/01/2024,85.25,Angela Jones,57.0,FRANCE,False
6556,1863,01/11/2024,57.22,Travis Cooke,55.0,FRANCE,False
6557,3605,12/09/2024,335.84,Susan Erickson,33.0,USA,False
6558,3860,03/03/2024,149.99,Hannah Nguyen,,SPAIN,False
6560,4995,26/08/2023,189.0,Janice Bailey,29.0,ITALY,True
6561,932,21/08/2024,331.59,Penny Anderson,22.0,GERMANY,False
6562,547,03/12/2022,261.61,Thomas Bennett,45.0,GERMANY,True
6563,3485,28/07/2022,371.53,Christian Carter,61.0,UK,False
6564,4282,26/01/2024,363.6,Vanessa George,80.0,NETHERLANDS,True
6565,1651,23/04/2024,11.81,Elizabeth Kemp,56.0,CANADA,False
6566,4277,17/02/2023,379.76,Kristin Ferguson,,USA,True
6568,2622,14/02/2024,395.49,Steven Johnson,68.0,NETHERLANDS,True
6570,4214,22/05/2024,404.93,Mark Mclean,48.0,NETHERLANDS,True
6571,2265,22/11/2022,61.95,Hannah Crosby,45.0,USA,True
6572,3443,09/12/2024,88.0,Dr. Matthew Webster,18.0,ITALY,True
6573,1801,23/02/2024,92.47,Jeremy Smith,56.0,USA,True
6575,2954,29/06/2023,364.06,Adam Bruce,26.0,FRANCE,False
6576,3087,16/06/2024,361.05,Mr. Eric Davis MD,57.0,UK,True
6577,2294,04/05/2022,91.22,Cindy Carter,76.0,CANADA,True
6578,3441,26/06/2023,420.94,Jacob Allen,51.0,USA,True
6580,1719,05/04/2024,58.34,Melissa Randall,,FRANCE,False
6581,3633,17/08/2022,104.31,Jason Potter,85.0,GERMANY,False
6582,21,18/03/2022,198.14,Michelle Lewis,28.0,FRANCE,True
6583,1490,06/08/2022,423.28,Victoria Terrell,63.0,CANADA,True
6584,1751,14/06/2022,332.03,Anthony Sanchez,55.0,CANADA,True
6585,709,15/03/2023,192.05,Claudia Jordan,35.0,UK,False
6586,4339,14/11/2024,462.43,Sharon Silva,63.0,NETHERLANDS,True
6587,740,01/03/2022,239.68,Kevin Smith,43.0,UK,True
6588,4102,09/07/2023,83.29,Jonathon Mcdonald,31.0,ITALY,True
6589,1202,15/07/2023,444.31,Christopher Morton,30.0,CANADA,True
6590,2964,24/09/2022,412.63,Elizabeth Stevens,34.0,CANADA,False
6591,4614,04/01/2025,163.08,Ashley Blackburn,47.0,UK,True
6593,192,15/09/2023,467.45,Jerry Wheeler,26.0,ITALY,True
6594,1252,12/04/2023,125.43,Jacqueline Davis,39.0,USA,False
6595,3770,25/10/2022,365.22,Linda Perez,57.0,FRANCE,False
6596,1803,13/11/2023,330.34,Cynthia Clark,64.0,CANADA,False
6597,976,12/05/2023,230.65,Misty Walker,59.0,FRANCE,False
6598,4118,21/12/2022,473.46,Kelli Gray,61.0,GERMANY,True
6599,221,08/08/2023,490.54,Charles Lee,24.0,GERMANY,False
